formula,phase,processing
Cr6Pd74Si20,AM,meltspin
Cr7Pd73Si20,AM,meltspin
Cr0Si15Zr85,AM,meltspin
Cr10Si15Zr75,AM,meltspin
Cr20Si15Zr65,AM,meltspin
Cu35Fe5Ti60,AM,meltspin
Cu40Fe10Ti50,AM,meltspin
Cu45Fe5Ti50,AM,meltspin
Cu55Fe5Ti40,AM,meltspin
Cu40Fe20Zr40,AM,meltspin
Cu50Fe10Zr40,AM,meltspin
Cu53Fe7Zr40,AM,meltspin
Cu55Fe5Zr40,AM,meltspin
Cu57Fe3Zr40,AM,meltspin
Cu59Fe1Zr40,AM,meltspin
Cu60Fe0Zr40,AM,meltspin
Cu38.2Hf28.8Nb33,AM,meltspin
Cu39.9Hf30.1Nb30,AM,meltspin
Cu42.7Hf32.3Nb25,AM,meltspin
Cu45.6Hf34.4Nb20,AM,meltspin
Cu48.4Hf36.6Nb15,AM,meltspin
Cu51.3Hf38.7Nb10,AM,meltspin
Cu54.1Hf40.9Nb5,AM,meltspin
Cu56.4Hf42.6Nb1,AM,meltspin
Cu57Hf21Nb22,AM,meltspin
Cu57Hf23Nb20,AM,meltspin
Cu57Hf28Nb15,AM,meltspin
Cu57Hf33Nb10,AM,meltspin
Cu57Hf38Nb5,AM,meltspin
Cu57Hf42Nb1,AM,meltspin
Cu0Hf30Ni70,AM,meltspin
Cu0Hf40Ni60,AM,meltspin
Cu0Hf50Ni50,AM,meltspin
Cu0Hf60Ni40,AM,meltspin
Cu0Hf70Ni30,AM,meltspin
Cu10Hf20Ni70,AM,meltspin
Cu10Hf30Ni60,AM,meltspin
Cu10Hf40Ni50,AM,meltspin
Cu10Hf50Ni40,AM,meltspin
Cu10Hf60Ni30,AM,meltspin
Cu10Hf70Ni20,AM,meltspin
Cu10Hf75Ni15,AM,meltspin
Cu15Hf55Ni30,AM,meltspin
Cu20Hf20Ni60,AM,meltspin
Cu20Hf30Ni50,AM,meltspin
Cu20Hf40Ni40,AM,meltspin
Cu20Hf50Ni30,AM,meltspin
Cu20Hf55Ni25,AM,meltspin
Cu20Hf60Ni20,AM,meltspin
Cu20Hf65Ni15,AM,meltspin
Cu20Hf70Ni10,AM,meltspin
Cu25Hf50Ni25,AM,meltspin
Cu25Hf55Ni20,AM,meltspin
Cu30Hf20Ni50,AM,meltspin
Cu30Hf30Ni40,AM,meltspin
Cu30Hf40Ni30,AM,meltspin
Cu30Hf45Ni25,AM,meltspin
Cu30Hf50Ni20,AM,meltspin
Cu30Hf55Ni15,AM,meltspin
Cu30Hf60Ni10,AM,meltspin
Cu30Hf70Ni0,AM,meltspin
Cu35Hf45Ni20,AM,meltspin
Cu35Hf50Ni15,AM,meltspin
Cu40Hf20Ni40,AM,meltspin
Cu40Hf30Ni30,AM,meltspin
Cu40Hf40Ni20,AM,meltspin
Cu40Hf45Ni15,AM,meltspin
Cu40Hf50Ni10,AM,meltspin
Cu40Hf60Ni0,AM,meltspin
Cu50Hf20Ni30,AM,meltspin
Cu50Hf30Ni20,AM,meltspin
Cu50Hf40Ni10,AM,meltspin
Cu50Hf50Ni0,AM,meltspin
Cu60Hf20Ni20,AM,meltspin
Cu60Hf30Ni10,AM,meltspin
Cu60Hf40Ni0,AM,meltspin
Cu70Hf30Ni0,AM,meltspin
Cu70Hf20Ni10,AC,meltspin
Cu10Hf80Ni10,CR,meltspin
Cu20Hf10Ni70,CR,meltspin
Cu20Hf75Ni5,CR,meltspin
Cu30Hf10Ni60,CR,meltspin
Cu40Hf10Ni50,CR,meltspin
Cu50Hf10Ni40,CR,meltspin
Cu60Hf10Ni30,CR,meltspin
Cu70Hf10Ni20,CR,meltspin
Cu15La5Mg80,AM,meltspin
Cu15La40Mg45,AM,meltspin
Cu20La0Mg80,AM,meltspin
Cu20La5Mg75,AM,meltspin
Cu20La10Mg70,AM,meltspin
Cu20La30Mg50,AM,meltspin
Cu20La40Mg40,AM,meltspin
Cu25La20Mg55,AM,meltspin
Cu25La30Mg45,AM,meltspin
Cu25La40Mg35,AM,meltspin
Cu30La0Mg70,AM,meltspin
Cu30La5Mg65,AM,meltspin
Cu30La10Mg60,AM,meltspin
Cu30La20Mg50,AM,meltspin
Cu30La30Mg40,AM,meltspin
Cu30La40Mg30,AM,meltspin
Cu40La0Mg60,AM,meltspin
Cu40La5Mg55,AM,meltspin
Cu40La10Mg50,AM,meltspin
Cu40La20Mg40,AM,meltspin
Cu40La30Mg30,AM,meltspin
Cu50La10Mg40,AM,meltspin
Cu50La20Mg30,AM,meltspin
Cu10La40Mg50,AC,meltspin
Cu15La0Mg85,AC,meltspin
Cu15La10Mg75,AC,meltspin
Cu15La15Mg70,AC,meltspin
Cu15La30Mg55,AC,meltspin
Cu20La25Mg55,AC,meltspin
Cu20La50Mg30,AC,meltspin
Cu25La25Mg50,AC,meltspin
Cu30La50Mg20,AC,meltspin
Cu40La40Mg20,AC,meltspin
Cu50La30Mg20,AC,meltspin
Cu10La0Mg90,CR,meltspin
Cu10La10Mg80,CR,meltspin
Cu20La20Mg60,CR,meltspin
Cu50La0Mg50,CR,meltspin
Cu27La69Sr4,AM,meltspin
Cu27La70Sr3,AM,meltspin
Cu27La71Sr2,AM,meltspin
Cu27La73Sr0,AM,meltspin
Cu27.5La66Sr6.5,AM,meltspin
Cu27.5La67.5Sr5,AM,meltspin
Cu28La63.5Sr8.5,AM,meltspin
Cu28La64.5Sr7.5,AM,meltspin
Cu28.5La61.5Sr10,AM,meltspin
Cu28.5La62.5Sr9,AM,meltspin
Cu29La60Sr11,AM,meltspin
Cu30La57.5Sr12.5,AM,meltspin
Cu30La58Sr12,AM,meltspin
Cu30.5La56Sr13.5,AM,meltspin
Cu31La55Sr14,AM,meltspin
Cu32La53.5Sr14.5,AM,meltspin
Cu32.5La52.5Sr15,AM,meltspin
Cu33La51.5Sr15.5,AM,meltspin
Cu34La50Sr16,AM,meltspin
Cu35La48Sr17,AM,meltspin
Cu36La47Sr17,AM,meltspin
Cu37La47Sr16,AM,meltspin
Cu37La48Sr15,AM,meltspin
Cu37La49Sr14,AM,meltspin
Cu37La50.5Sr12.5,AM,meltspin
Cu37La52Sr11,AM,meltspin
Cu37La53Sr10,AM,meltspin
Cu37La54Sr9,AM,meltspin
Cu37La55Sr8,AM,meltspin
Cu37La56Sr7,AM,meltspin
Cu37La57Sr6,AM,meltspin
Cu37La58Sr5,AM,meltspin
Cu37La59Sr4,AM,meltspin
Cu37La59.5Sr3.5,AM,meltspin
Cu37La60.5Sr2.5,AM,meltspin
Cu37La61.5Sr1.5,AM,meltspin
Cu37La62Sr1,AM,meltspin
Cu37La63Sr0,AM,meltspin
Cu5Mg85Nd10,AM,meltspin
Cu10Mg70Nd20,AM,meltspin
Cu10Mg75Nd15,AM,meltspin
Cu10Mg80Nd10,AM,meltspin
Cu10Mg85Nd5,AM,meltspin
Cu15Mg65Nd20,AM,meltspin
Cu15Mg70Nd15,AM,meltspin
Cu15Mg75Nd10,AM,meltspin
Cu15Mg80Nd5,AM,meltspin
Cu20Mg45Nd35,AM,meltspin
Cu20Mg50Nd30,AM,meltspin
Cu20Mg55Nd25,AM,meltspin
Cu20Mg60Nd20,AM,meltspin
Cu20Mg65Nd15,AM,meltspin
Cu20Mg70Nd10,AM,meltspin
Cu20Mg75Nd5,AM,meltspin
Cu20Mg80Nd0,AM,meltspin
Cu25Mg45Nd30,AM,meltspin
Cu25Mg50Nd25,AM,meltspin
Cu25Mg55Nd20,AM,meltspin
Cu25Mg60Nd15,AM,meltspin
Cu25Mg65Nd10,AM,meltspin
Cu25Mg70Nd5,AM,meltspin
Cu30Mg40Nd30,AM,meltspin
Cu30Mg45Nd25,AM,meltspin
Cu30Mg50Nd20,AM,meltspin
Cu30Mg55Nd15,AM,meltspin
Cu30Mg60Nd10,AM,meltspin
Cu30Mg65Nd5,AM,meltspin
Cu30Mg70Nd0,AM,meltspin
Cu35Mg30Nd35,AM,meltspin
Cu35Mg45Nd20,AM,meltspin
Cu35Mg50Nd15,AM,meltspin
Cu35Mg55Nd10,AM,meltspin
Cu40Mg30Nd30,AM,meltspin
Cu40Mg40Nd20,AM,meltspin
Cu40Mg50Nd10,AM,meltspin
Cu40Mg55Nd5,AM,meltspin
Cu40Mg60Nd0,AM,meltspin
Cu50Mg20Nd30,AM,meltspin
Cu50Mg30Nd20,AM,meltspin
Cu50Mg40Nd10,AM,meltspin
Cu60Mg10Nd30,AM,meltspin
Cu60Mg20Nd20,AM,meltspin
Cu0Mg92.5Nd7.5,AC,meltspin
Cu5Mg90Nd5,AC,meltspin
Cu10Mg90Nd0,AC,meltspin
Cu15Mg60Nd25,AC,meltspin
Cu20Mg40Nd40,AC,meltspin
Cu40Mg20Nd40,AC,meltspin
Cu60Mg30Nd10,AC,meltspin
Cu0Mg85Nd15,CR,meltspin
Cu0Mg90Nd10,CR,meltspin
Cu0Mg95Nd5,CR,meltspin
Cu0Mg97.5Nd2.5,CR,meltspin
Cu5Mg80Nd15,CR,meltspin
Cu10Mg65Nd25,CR,meltspin
Cu50Mg50Nd0,CR,meltspin
Cu60Mg0Nd40,CR,meltspin
Cu70Mg0Nd30,CR,meltspin
Cu70Mg10Nd20,CR,meltspin
Cu80Mg0Nd20,CR,meltspin
Cu5Mg85Y10,AM,meltspin
Cu10Mg65Y25,AM,meltspin
Cu10Mg70Y20,AM,meltspin
Cu10Mg80Y10,AM,meltspin
Cu10Mg85Y5,AM,meltspin
Cu15Mg70Y15,AM,meltspin
Cu15Mg80Y5,AM,meltspin
Cu20Mg50Y30,AM,meltspin
Cu20Mg60Y20,AM,meltspin
Cu20Mg70Y10,AM,meltspin
Cu20Mg80Y0,AM,meltspin
Cu25Mg60Y15,AM,meltspin
Cu25Mg65Y10,AM,meltspin
Cu25Mg70Y5,AM,meltspin
Cu30Mg40Y30,AM,meltspin
Cu30Mg50Y20,AM,meltspin
Cu30Mg60Y10,AM,meltspin
Cu30Mg70Y0,AM,meltspin
Cu40Mg30Y30,AM,meltspin
Cu40Mg40Y20,AM,meltspin
Cu40Mg55Y5,AM,meltspin
Cu40Mg60Y0,AM,meltspin
Cu5Mg85Y10,AM,meltspin
Cu1Mg84Y15,AM,meltspin
Cu5Mg85Y10,AM,meltspin
Cu10Mg65Y25,AM,meltspin
Cu10Mg70Y20,AM,meltspin
Cu10Mg80Y10,AM,meltspin
Cu10Mg85Y5,AM,meltspin
Cu15Mg70Y15,AM,meltspin
Cu15Mg80Y5,AM,meltspin
Cu20Mg50Y30,AM,meltspin
Cu20Mg60Y20,AM,meltspin
Cu20Mg70Y10,AM,meltspin
Cu20Mg79Y1,AM,meltspin
Cu25Mg60Y15,AM,meltspin
Cu25Mg65Y10,AM,meltspin
Cu25Mg70Y5,AM,meltspin
Cu30Mg40Y30,AM,meltspin
Cu30Mg50Y20,AM,meltspin
Cu30Mg60Y10,AM,meltspin
Cu30Mg69Y1,AM,meltspin
Cu37Mg48Y15,AM,meltspin
Cu40Mg30Y30,AM,meltspin
Cu40Mg40Y20,AM,meltspin
Cu40Mg55Y5,AM,meltspin
Cu40Mg59Y1,AM,meltspin
Cu1Mg79Y20,AC,meltspin
Cu5Mg65Y30,AC,meltspin
Cu5Mg75Y20,AC,meltspin
Cu10Mg60Y30,AC,meltspin
Cu15Mg84Y1,AC,meltspin
Cu30Mg30Y40,AC,meltspin
Cu40Mg20Y40,AC,meltspin
Cu1Mg89Y10,CR,meltspin
Cu5Mg90Y5,CR,meltspin
Cu10Mg89Y1,CR,meltspin
Cu25Mg65Y10,AM,meltspin
Cu8Mg80Y12,AM,meltspin
Cu16Mg60Y24,AM,meltspin
Cu24Mg40Y36,AM,meltspin
Cu32Mg20Y48,AM,meltspin
Cu40Mg0Y60,AM,meltspin
Cu5Mg85Y10,AM,meltspin
Cu10Mg70Y20,AM,meltspin
Cu10Mg75Y15,AM,meltspin
Cu10Mg80Y10,AM,meltspin
Cu10Mg80Y10,AM,meltspin
Cu10Mg85Y5,AM,meltspin
Cu15Mg75Y10,AM,meltspin
Cu20Mg70Y10,AM,meltspin
Cu25Mg65Y10,AM,meltspin
Cu8Mg80Y12,AM,meltspin
Cu24Mg40Y36,AM,meltspin
Cu32Mg20Y48,AM,meltspin
Cu40Mg0Y60,AM,meltspin
Cu38.2Nb33Ti28.8,AM,meltspin
Cu39.9Nb30Ti30.1,AM,meltspin
Cu42.7Nb25Ti32.3,AM,meltspin
Cu45.6Nb20Ti34.4,AM,meltspin
Cu48.4Nb15Ti36.6,AM,meltspin
Cu51.3Nb10Ti38.7,AM,meltspin
Cu54.1Nb5Ti40.9,AM,meltspin
Cu56.4Nb1Ti42.6,AM,meltspin
Cu57Nb1Ti42,AM,meltspin
Cu57Nb5Ti38,AM,meltspin
Cu57Nb10Ti33,AM,meltspin
Cu57Nb15Ti28,AM,meltspin
Cu57Nb20Ti23,AM,meltspin
Cu57Nb22Ti21,AM,meltspin
Cu38.2Nb33Zr28.8,AM,meltspin
Cu39.9Nb30Zr30.1,AM,meltspin
Cu42.7Nb25Zr32.3,AM,meltspin
Cu45.6Nb20Zr34.4,AM,meltspin
Cu48.4Nb15Zr36.6,AM,meltspin
Cu51.3Nb10Zr38.7,AM,meltspin
Cu54.1Nb5Zr40.9,AM,meltspin
Cu56.4Nb1Zr42.6,AM,meltspin
Cu57Nb1Zr42,AM,meltspin
Cu57Nb5Zr38,AM,meltspin
Cu57Nb10Zr33,AM,meltspin
Cu57Nb15Zr28,AM,meltspin
Cu57Nb20Zr23,AM,meltspin
Cu57Nb22Zr21,AM,meltspin
Cu67Ni17P16,AM,meltspin
Cu69Ni13P18,AM,meltspin
Cu0Ni80P20,AM,meltspin
Cu14.4Ni65.6P20,AM,meltspin
Cu52.8Ni27.2P20,AM,meltspin
Cu61.6Ni18.4P20,AM,meltspin
Cu67Ni17P16,AM,meltspin
Cu69Ni13P18,AM,meltspin
Cu73Ni11P16,AM,meltspin
Cu2Ni76P22,AM,meltspin
Cu2Ni78P20,AM,meltspin
Cu2Ni80P18,AM,meltspin
Cu4Ni74P22,AM,meltspin
Cu4Ni76P20,AM,meltspin
Cu4Ni78P18,AM,meltspin
Cu6Ni72P22,AM,meltspin
Cu6Ni74P20,AM,meltspin
Cu6Ni76P18,AM,meltspin
Cu8Ni70P22,AM,meltspin
Cu8Ni72P20,AM,meltspin
Cu8Ni74P18,AM,meltspin
Cu10Ni68P22,AM,meltspin
Cu10Ni70P20,AM,meltspin
Cu10Ni72P18,AM,meltspin
Cu12Ni68P20,AM,meltspin
Cu1Ni75P24,CR,meltspin
Cu1Ni83P16,CR,meltspin
Cu2Ni74P24,CR,meltspin
Cu2Ni82P16,CR,meltspin
Cu3Ni73P24,CR,meltspin
Cu3Ni81P16,CR,meltspin
Cu4Ni80P16,CR,meltspin
Cu12Ni67P21,CR,meltspin
Cu13Ni66P21,CR,meltspin
Cu13Ni67P20,CR,meltspin
Cu13Ni69P18,CR,meltspin
Cu14Ni66P20,CR,meltspin
Cu14Ni68P18,CR,meltspin
Cu16Ni23Ti61,AM,meltspin
Cu0Ni30Ti70,AM,meltspin
Cu0Ni33Ti67,AM,meltspin
Cu0Ni40Ti60,AM,meltspin
Cu0Ni45Ti55,AM,meltspin
Cu5Ni20Ti75,AM,meltspin
Cu5Ni20Ti75,AM,meltspin
Cu10Ni20Ti70,AM,meltspin
Cu10Ni30Ti60,AM,meltspin
Cu20Ni10Ti70,AM,meltspin
Cu20Ni20Ti60,AM,meltspin
Cu20Ni30Ti50,AM,meltspin
Cu25Ni25Ti50,AM,meltspin
Cu30Ni10Ti60,AM,meltspin
Cu30Ni20Ti50,AM,meltspin
Cu30Ni30Ti40,AM,meltspin
Cu35Ni0Ti65,AM,meltspin
Cu40Ni0Ti60,AM,meltspin
Cu40Ni10Ti50,AM,meltspin
Cu40Ni20Ti40,AM,meltspin
Cu40Ni30Ti30,AM,meltspin
Cu50Ni0Ti50,AM,meltspin
Cu50Ni10Ti40,AM,meltspin
Cu50Ni20Ti30,AM,meltspin
Cu60Ni0Ti40,AM,meltspin
Cu60Ni10Ti30,AM,meltspin
Cu70Ni0Ti30,AM,meltspin
Cu75Ni0Ti25,AM,meltspin
Cu0Ni25Ti75,AC,meltspin
Cu0Ni50Ti50,AC,meltspin
Cu0Ni60Ti40,AC,meltspin
Cu0Ni65Ti35,AC,meltspin
Cu10Ni40Ti50,AC,meltspin
Cu10Ni50Ti40,AC,meltspin
Cu15Ni5Ti80,AC,meltspin
Cu20Ni40Ti40,AC,meltspin
Cu30Ni0Ti70,AC,meltspin
Cu30Ni40Ti30,AC,meltspin
Cu35Ni35Ti30,AC,meltspin
Cu40Ni40Ti20,AC,meltspin
Cu50Ni30Ti20,AC,meltspin
Cu80Ni0Ti20,AC,meltspin
Cu0Ni10Ti90,CR,meltspin
Cu0Ni20Ti80,CR,meltspin
Cu0Ni20Ti80,CR,meltspin
Cu0Ni70Ti30,CR,meltspin
Cu0Ni75Ti25,CR,meltspin
Cu0Ni90Ti10,CR,meltspin
Cu5Ni5Ti90,CR,meltspin
Cu5Ni10Ti85,CR,meltspin
Cu5Ni15Ti80,CR,meltspin
Cu10Ni0Ti90,CR,meltspin
Cu10Ni10Ti80,CR,meltspin
Cu10Ni60Ti30,CR,meltspin
Cu10Ni70Ti20,CR,meltspin
Cu10Ni80Ti10,CR,meltspin
Cu15Ni10Ti75,CR,meltspin
Cu20Ni50Ti30,CR,meltspin
Cu20Ni60Ti20,CR,meltspin
Cu20Ni70Ti10,CR,meltspin
Cu30Ni50Ti20,CR,meltspin
Cu30Ni60Ti10,CR,meltspin
Cu50Ni40Ti10,CR,meltspin
Cu70Ni10Ti20,CR,meltspin
Cu70Ni20Ti10,CR,meltspin
Cu80Ni10Ti10,CR,meltspin
Cu90Ni0Ti10,CR,meltspin
Cu45Ni10Ti45,AM,meltspin
Cu0Ni50Ti50,CR,meltspin
Cu10Ni40Ti50,CR,meltspin
Cu13Ni37Ti50,CR,meltspin
Cu15Ni35Ti50,CR,meltspin
Cu0Ni50Ti50,CR,meltspin
Cu5Ni45Ti50,CR,meltspin
Cu13Ni37Ti50,CR,meltspin
Cu50Ni10Ti40,AM,meltspin
Cu25Ni25Ti50,AM,meltspin
Cu0Ni33Zr67,AM,meltspin
Cu33Ni0.05Zr66.95,AM,meltspin
Cu33Ni0.1Zr66.9,AM,meltspin
Cu33Ni0.15Zr66.85,AM,meltspin
Cu33Ni0.2Zr66.8,AM,meltspin
Cu15Ni28.05Zr56.95,AM,meltspin
Cu5Ni31.35Zr63.65,AM,meltspin
Cu10Ni29.7Zr60.3,AM,meltspin
Cu15Ni28.05Zr56.95,AM,meltspin
Cu20Ni26.4Zr53.6,AM,meltspin
Cu25Ni25Zr50,AM,meltspin
Cu0Ni30Zr70,AM,meltspin
Cu0Ni40Zr60,AM,meltspin
Cu0Ni50Zr50,AM,meltspin
Cu0Ni60Zr40,AM,meltspin
Cu10Ni20Zr70,AM,meltspin
Cu10Ni30Zr60,AM,meltspin
Cu10Ni40Zr50,AM,meltspin
Cu10Ni50Zr40,AM,meltspin
Cu10Ni60Zr30,AM,meltspin
Cu15Ni25Zr60,AM,meltspin
Cu15Ni30Zr55,AM,meltspin
Cu20Ni10Zr70,AM,meltspin
Cu20Ni20Zr60,AM,meltspin
Cu20Ni30Zr50,AM,meltspin
Cu20Ni40Zr40,AM,meltspin
Cu20Ni50Zr30,AM,meltspin
Cu25Ni15Zr60,AM,meltspin
Cu25Ni20Zr55,AM,meltspin
Cu25Ni25Zr50,AM,meltspin
Cu30Ni0Zr70,AM,meltspin
Cu30Ni10Zr60,AM,meltspin
Cu30Ni15Zr55,AM,meltspin
Cu30Ni20Zr50,AM,meltspin
Cu30Ni25Zr45,AM,meltspin
Cu30Ni30Zr40,AM,meltspin
Cu30Ni40Zr30,AM,meltspin
Cu35Ni15Zr50,AM,meltspin
Cu35Ni20Zr45,AM,meltspin
Cu40Ni0Zr60,AM,meltspin
Cu40Ni10Zr50,AM,meltspin
Cu40Ni15Zr45,AM,meltspin
Cu40Ni20Zr40,AM,meltspin
Cu40Ni30Zr30,AM,meltspin
Cu50Ni0Zr50,AM,meltspin
Cu50Ni10Zr40,AM,meltspin
Cu50Ni20Zr30,AM,meltspin
Cu60Ni0Zr40,AM,meltspin
Cu60Ni10Zr30,AM,meltspin
Cu70Ni0Zr30,AM,meltspin
Cu5Ni20Zr75,AC,meltspin
Cu10Ni10Zr80,CR,meltspin
Cu20Ni5Zr75,CR,meltspin
Cu20Ni60Zr20,CR,meltspin
Cu30Ni50Zr20,CR,meltspin
Cu40Ni40Zr20,CR,meltspin
Cu50Ni30Zr20,CR,meltspin
Cu60Ni20Zr20,CR,meltspin
Cu70Ni10Zr20,CR,meltspin
Cu56P2Zr42,AM,meltspin
Cu70Pb1Zn29,AM,meltspin
Cu0Pd79Si21,AM,meltspin
Cu0Pd80Si20,AM,meltspin
Cu0Pd82Si18,AM,meltspin
Cu0Pd84Si16,AM,meltspin
Cu0Pd85Si15,AM,meltspin
Cu3.5Pd80Si16.5,AM,meltspin
Cu4.5Pd77.5Si18,AM,meltspin
Cu6Pd77.5Si16.5,AM,meltspin
Cu7Pd73Si20,AM,meltspin
Cu7Pd76.5Si16.5,AM,meltspin
Cu10Pd73.5Si16.5,AM,meltspin
Cu11Pd69.5Si19.5,AM,meltspin
Cu14.5Pd69Si16.5,AM,meltspin
Cu19Pd64.5Si16.5,AM,meltspin
Cu0Pd82.4Si17.6,AM,meltspin
Cu2Pd80.75Si17.25,AM,meltspin
Cu4Pd79.1Si16.9,AM,meltspin
Cu5.7Pd73.8Si20.5,AM,meltspin
Cu5.8Pd74.7Si19.5,AM,meltspin
Cu5.9Pd75.6Si18.5,AM,meltspin
Cu5.9Pd76.6Si17.5,AM,meltspin
Cu6Pd77.5Si16.5,AM,meltspin
Cu6Pd77.5Si16.5,AM,meltspin
Cu6.1Pd78.4Si15.5,AM,meltspin
Cu8Pd75.8Si16.2,AM,meltspin
Cu10Pd74.2Si15.8,AM,meltspin
Cu12Pd72.5Si15.5,AM,meltspin
Cu14Pd70.9Si15.1,AM,meltspin
Cu1.7Pd81.8Si16.5,AM,meltspin
Cu4.2Pd79.3Si16.5,AM,meltspin
Cu6.7Pd76.8Si16.5,AM,meltspin
Cu10Pd73.5Si16.5,AM,meltspin
Cu12.5Pd71Si16.5,AM,meltspin
Cu15Pd68.5Si16.5,AM,meltspin
Cu20.9Pd62.6Si16.5,AM,meltspin
Cu26.7Pd56.8Si16.5,CR,meltspin
Cu6Pd77.5Si16.5,AM,meltspin
Cu0Pd78Si22,AM,meltspin
Cu0Pd80Si20,AM,meltspin
Cu0Pd82Si18,AM,meltspin
Cu0Pd83.5Si16.5,AM,meltspin
Cu6Pd77.5Si16.5,AM,meltspin
Cu7Pd76Si17,AM,meltspin
Cu8Pd74Si18,AM,meltspin
Cu9Pd75Si16,AM,meltspin
Cu10Pd70Si20,AM,meltspin
Cu10Pd73Si17,AM,meltspin
Cu12Pd66Si22,AM,meltspin
Cu12.5Pd70.5Si17,AM,meltspin
Cu15Pd69Si16,AM,meltspin
Cu0Pd83.5Si16.5,AM,meltspin
Cu4Pd79.5Si16.5,AM,meltspin
Cu12.5Pd71Si16.5,AM,meltspin
Cu16.5Pd67Si16.5,AM,meltspin
Cu0Pd82Si18,AM,meltspin
Cu6Pd77.5Si16.5,AM,meltspin
Cu0Pd83.5Si16.5,AM,meltspin
Cu3Pd80Si17,AM,meltspin
Cu39Ti17Zr44,AM,meltspin
Cu39Ti21Zr40,AM,meltspin
Cu40Ti30Zr30,AM,meltspin
Cu44Ti10Zr46,AM,meltspin
Cu44Ti16Zr40,AM,meltspin
Cu45Ti20Zr35,AM,meltspin
Cu45Ti25Zr30,AM,meltspin
Cu47Ti35Zr18,AM,meltspin
Cu50Ti0Zr50,AM,meltspin
Cu50Ti15Zr35,AM,meltspin
Cu50Ti30Zr20,AM,meltspin
Cu54Ti11Zr35,AM,meltspin
Cu55Ti20Zr25,AM,meltspin
Cu55Ti25Zr20,AM,meltspin
Cu56Ti0Zr44,AM,meltspin
Cu60Ti25Zr15,AM,meltspin
Cu60Ti40Zr0,AM,meltspin
Cu62Ti0Zr38,AM,meltspin
Cu65Ti0Zr35,AM,meltspin
Cu65Ti20Zr15,AM,meltspin
Cu70Ti0Zr30,AM,meltspin
Cu31Ti41Zr28,AC,meltspin
Cu34Ti44Zr22,AC,meltspin
Cu46Ti0Zr54,AC,meltspin
Cu66Ti34Zr0,AC,meltspin
Cu75Ti8Zr17,AC,meltspin
Cu20Ti80Zr0,CR,meltspin
Cu28Ti0Zr72,CR,meltspin
Cu30Ti70Zr0,CR,meltspin
Cu33Ti0Zr67,CR,meltspin
Cu35Ti65Zr0,CR,meltspin
Cu75Ti0Zr25,CR,meltspin
Cu75Ti25Zr0,CR,meltspin
Cu80Ti0Zr20,CR,meltspin
Cu85Ti15Zr0,CR,meltspin
Cu95Ti0Zr5,CR,meltspin
Cu50Ti50Zr0,AM,meltspin
Cu60Ti25Zr15,AM,meltspin
Dy0.3Fe89.7Zr10,AM,meltspin
Dy88Fe2Zr10,AM,meltspin
Dy84Fe6Zr10,CR,meltspin
Fe88Gd2Zr10,AM,meltspin
Fe89.7Gd0.3Zr10,AM,meltspin
Fe84Gd6Zr10,CR,meltspin
Fe89.91Ge0.09Zr10,AM,meltspin
Fe89.946Ge0.054Zr10,AM,meltspin
Fe89.964Ge0.036Zr10,AM,meltspin
Fe89.982Ge0.018Zr10,AM,meltspin
Fe90Ge0Zr10,AM,meltspin
Fe24Hf0Zr76,AM,meltspin
Fe24Hf7.6Zr68.4,AM,meltspin
Fe24Hf15.2Zr60.8,AM,meltspin
Fe24Hf22.8Zr53.2,AM,meltspin
Fe24Hf34.2Zr41.8,AM,meltspin
Fe28Ir2Zr70,AM,meltspin
Fe84La6Zr10,AM,meltspin
Fe88La2Zr10,AM,meltspin
Fe89.7La0.3Zr10,AM,meltspin
Fe68Mn15P17,AM,meltspin
Fe71Mn12P17,AM,meltspin
Fe74Mn9P17,AM,meltspin
Fe86Mn4Zr10,AM,meltspin
Fe88Mn2Zr10,AM,meltspin
Fe90Mn0Zr10,AM,meltspin
Fe82Mn8Zr10,AM,meltspin
Fe86Mn4Zr10,AM,meltspin
Fe90Mn0Zr10,AM,meltspin
Fe74Mo9P17,AM,meltspin
Fe76Mo7P17,AM,meltspin
Fe0Ni80P20,AM,meltspin
Fe1Ni79P20,AM,meltspin
Fe3Ni77P20,AM,meltspin
Fe5Ni75P20,AM,meltspin
Fe10Ni70P20,AM,meltspin
Fe20Ni60P20,AM,meltspin
Fe0Ni80P20,AM,meltspin
Fe10Ni70P20,AM,meltspin
Fe15Ni65P20,AM,meltspin
Fe20Ni60P20,AM,meltspin
Fe25Ni55P20,AM,meltspin
Fe30Ni50P20,AM,meltspin
Fe35Ni45P20,AM,meltspin
Fe40Ni40P20,AM,meltspin
Fe60Ni20P20,AM,meltspin
Fe80Ni0P20,AM,meltspin
Fe40Ni40P20,AM,meltspin
Fe16Ni64P20,AM,meltspin
Fe9Ni81Zr10,AM,meltspin
Fe18Ni72Zr10,AM,meltspin
Fe36Ni54Zr10,AM,meltspin
Fe54Ni36Zr10,AM,meltspin
Fe63Ni27Zr10,AM,meltspin
Fe72Ni18Zr10,AM,meltspin
Fe81Ni9Zr10,AM,meltspin
Fe90Ni0Zr10,AM,meltspin
Fe0Ni33Zr67,AM,meltspin
Fe33Ni0.05Zr66.95,AM,meltspin
Fe33Ni0.1Zr66.9,AM,meltspin
Fe33Ni0.15Zr66.85,AM,meltspin
Fe33Ni0.2Zr66.8,AM,meltspin
Fe15Ni28.05Zr56.95,AM,meltspin
Fe5Ni31.35Zr63.65,AM,meltspin
