mpid,PF_n,PF_p,S_n,S_p,formula,m_n,m_p
mp-689929,0.217,0.174,-789.0,759.0,LiV(PO4)2,31.1,12.1
mp-673682,0.859,0.457,-412.0,642.0,YbTb2S4,0.587,1.6
mp-705314,0.19,0.0383,-781.0,778.0,Li3V3P8O29,654.0,103.0
mp-758868,0.843,0.0791,-398.0,691.0,MgBP(H3O4)2,0.531,8.44
mp-25497,0.1,0.16,-779.0,790.0,KCrClO3,19.8,135.0
mp-866649,0.563,0.327,-603.0,623.0,NaSc(BH4)4,1.92,3.25
mp-625318,0.935,0.0708,-393.0,802.0,Al(HO)3,0.466,13.1
mp-773980,0.16,0.119,-596.0,661.0,Bi3(TeCl5)2,17.3,30.2
mp-626504,0.936,0.107,-393.0,655.0,Al(HO)3,0.465,4.72
mp-779314,0.23,0.138,-672.0,707.0,Li2CrPHO5,19.3,19.6
mp-569639,1.73,1.18,-488.0,530.0,TlCl,0.388,0.567
mp-23897,0.823,0.0401,-431.0,783.0,Rb3H(SeO4)2,0.637,22.0
mp-560579,0.183,0.215,-690.0,663.0,Na2MnCrF7,22.9,46.9
mp-31020,0.351,0.119,-623.0,693.0,AsI5F6,3.53,10.0
mp-570587,0.649,0.0726,-493.0,719.0,CdH8C2NCl3,1.14,107.0
mp-17586,0.79,0.0583,-455.0,771.0,CdS2O7,0.745,21.0
mp-777198,0.0109,0.0457,-793.0,767.0,LiFe2OF5,205.0,41.9
mp-758115,0.73,0.186,-615.0,710.0,Li2SnP2O7,1.74,7.38
mp-7995,0.928,0.0413,-391.0,821.0,Mg2BO3F,0.474,16.5
mp-23212,1.03,0.248,-205.0,-74.0,CuBr,0.115,0.477
mp-613545,0.221,0.0309,-654.0,722.0,RhSe2Cl7,12.4,116.0
mp-17803,0.205,0.413,-673.0,644.0,Nb2Tl4S11,9.23,3.85
mp-568108,0.715,0.217,-508.0,717.0,InBr2,1.08,10.8
mp-557322,1.1,0.908,-389.0,421.0,Bi4Te2Br2O9,0.61,2.03
mp-767114,0.731,0.0303,-469.0,737.0,SnP4O11,0.929,20.8
mp-616539,0.121,0.0291,-648.0,738.0,FeC3SeO3,41.4,50.9
mp-696651,0.00889,0.0796,-765.0,800.0,K3NbHOF7,1160.0,33.6
mp-27595,0.052,0.0497,-719.0,747.0,K2ReF8,143.0,63.6
mp-746662,0.00389,0.00139,-621.0,758.0,NiH44C12(N5O8)2,1510.0,2870.0
mp-505062,0.297,0.298,-698.0,714.0,SmCu(WO4)2,8.88,94.5
mp-753721,0.0534,0.435,-847.0,723.0,GdOF,38.2,7.23
mp-738695,0.00556,0.0376,-767.0,800.0,H12OsC4N(OF)3,2510.0,1510.0
mp-30243,0.981,0.141,-385.0,677.0,Mg3(HO2)2,0.427,269.0
mp-763543,0.0506,0.193,-650.0,649.0,LiP3W2O13,30.7,46.0
mp-23072,1.58,0.35,-432.0,724.0,BiBrO,4.54,2.69
mp-706408,0.792,0.0044,-440.0,734.0,NdP3(H4O5)3,0.691,655.0
mp-559917,0.424,0.000471,-547.0,655.0,P2NCl5O,2.93,2530.0
mp-559644,0.44,0.112,-640.0,684.0,K2Cu(PS3)3,2.72,20.2
mp-23357,1.62,0.598,-582.0,644.0,Sr2Bi2O5,3.16,10.3
mp-625208,0.504,0.165,-623.0,708.0,H8PtO6,6.82,31.2
mp-15845,1.06,0.0657,-322.0,799.0,SrLi4N2,0.28,161.0
mp-614768,0.0204,0.658,-866.0,843.0,Cs3NiF7,115.0,5.72
mp-19466,0.000257,0.0835,-819.0,835.0,FeSb2C6(OF2)6,7850.0,35.0
mp-17499,0.00615,0.0184,-746.0,829.0,K7Nb(SO4)6,257.0,86.7
mp-27180,0.821,0.71,-525.0,685.0,NdSBr,1.88,15.9
mp-27221,0.326,0.378,-730.0,642.0,Ca2Hf7O16,4.66,16.8
mp-651768,0.0557,0.00917,-717.0,753.0,CsXe3O3F13,26.0,158.0
mp-559637,0.463,0.255,-616.0,639.0,Dy(IO3)3,2.37,4.54
mp-570136,1.21,0.101,-319.0,664.0,CuI,0.244,3.95
mp-764952,0.20299999999999999,0.0686,-734.0,829.0,VF5,367.0,48.4
mp-29878,0.137,0.0375,-649.0,710.0,Re2PCl13,10.5,66.9
mp-759381,0.6,0.379,-550.0,622.0,Li3Bi2(PO4)3,8.26,34.3
mp-720765,0.834,0.098,-647.0,772.0,H3SNO4,4.48,59.6
mp-30157,0.495,1.11,-668.0,666.0,Dy3S2Cl5,2.74,53.0
mp-680180,0.0251,0.101,-730.0,757.0,K3Co(CN)6,460.0,353.0
mp-569595,1.2,0.175,-400.0,787.0,PbI2,1.17,2.88
mp-14797,1.58,0.398,-496.0,681.0,RbPt2Se3,0.528,1.8
mp-23145,0.887,0.0328,-399.0,768.0,Na4Al3Si3ClO12,0.505,13.7
mp-4604,0.263,0.225,-766.0,807.0,Li7VN4,6.27,7.35
mp-27837,0.844,0.0731,-433.0,826.0,NaHF2,0.625,7.71
mp-28548,0.81,0.0724,-426.0,778.0,Li8GeO6,0.633,10.4
mp-17918,0.676,0.302,-461.0,643.0,Ba2SnS3F2,1.04,6.77
mp-643651,1.11,0.731,-560.0,508.0,Rb3ZnH5,0.903,1.25
mp-8609,0.0209,0.486,-784.0,797.0,Li6UO6,87.5,3.97
mp-14289,0.786,0.596,-468.0,492.0,Ba3P4,0.85,1.05
mp-556788,0.91,0.0577,-404.0,780.0,SiO2,0.508,14.4
mp-697977,0.817,0.56,-553.0,601.0,Sr2AlH7,1.11,1.71
mp-21283,0.882,0.0571,-403.0,742.0,Cs2PbO3,0.549,19.5
mp-28074,0.156,0.165,-723.0,746.0,RbPaF6,1990.0,26.6
mp-560210,0.387,0.102,-715.0,759.0,CaH2(CO2)2,3.74,14.9
mp-9518,1.8,1.5,-571.0,515.0,NdZnPO,0.838,1.66
mp-766731,0.167,0.0577,-757.0,727.0,Li3V3P8O29,1460.0,143.0
mp-851270,0.312,0.0489,-506.0,142.0,Li9Mn7V12O48,213.0,2430.0
mp-698470,0.556,0.0106,-561.0,819.0,LiAlH16(CN)4,1.96,104.0
mp-774712,1.27,0.467,-297.0,526.0,LiCuS,0.299,1.86
mp-18577,1.05,0.173,-325.0,622.0,KAg3S2,0.285,1.72
mp-18740,0.633,0.461,-623.0,669.0,V2Cd2O7,1.96,3.92
mp-560715,0.846,0.346,-467.0,602.0,Sn5(PO5)2,12.7,4.76
mp-570598,0.926,0.17,-394.0,633.0,SrSi7N10,0.475,5.14
mp-21532,0.837,0.0339,-416.0,709.0,La2Ge2O7,0.586,211.0
mp-768000,0.0931,0.0594,-711.0,779.0,Li2Cr(CO3)2,22.5,39.0
mp-756914,0.28,0.20299999999999999,-733.0,749.0,Er2B4O9,8.51,11.5
mp-762153,0.433,0.0169,-647.0,711.0,Li6Cr3Sb(PO4)6,3.27,99.0
mp-677454,0.439,0.21,-562.0,704.0,P6(Pb2O5)5,2.28,30.8
mp-559119,0.127,0.053899999999999997,-685.0,759.0,IN2O4F5,77.8,104.0
mp-667495,0.00994,0.0128,-762.0,740.0,Os4C12SO12,172.0,545.0
mp-760506,0.755,0.349,-480.0,691.0,PNO,1.14,5.28
mp-568328,1.35,0.986,-560.0,567.0,FeP4,0.891,0.929
mp-756978,0.964,0.168,-407.0,613.0,Ba3(ClO)2,0.49,1190.0
mp-570194,0.467,0.271,-710.0,712.0,Ca(BH4)2,10.8,6.36
mp-558298,0.87,0.0446,-412.0,788.0,Zn3TeAs2Pb3O14,0.559,10.7
mp-33302,0.911,0.0603,-380.0,760.0,MgAl2O4,0.493,27200.0
mp-5737,1.04,0.611,-385.0,504.0,TbCuS2,0.577,1.21
mp-662556,0.20299999999999999,0.0691,-629.0,713.0,Re(TeBr2)2,5.71,16.2
mp-29446,0.0592,0.0525,-732.0,714.0,B3H4,38.7,159.0
mp-697652,0.484,0.116,-588.0,755.0,HfP2H4O9,7.08,26.8
mp-615884,0.124,0.114,-771.0,782.0,CsLiCrO4,14.7,23.7
mp-778661,0.837,0.169,-416.0,-295.0,LiCu5(PO4)2,0.632,4.16
mp-27294,1.43,1.37,-525.0,501.0,Ca3AsBr3,0.542,0.567
mp-6521,1.03,0.145,-555.0,746.0,LiLaTiO4,150000.0,13.2
mp-755959,0.936,0.123,-390.0,651.0,NaLiO,0.467,3.63
mp-19197,0.619,0.105,-403.0,162.0,Ba3CrO5,1.1,5.31
mp-686042,0.924,0.031,-395.0,679.0,Zn4B2O7,0.475,19.3
mp-553954,0.0246,0.0357,-768.0,745.0,B4COF6,92.3,70.9
mp-667374,0.988,0.0051,-393.0,780.0,NaAlSiO4,0.447,108.0
mp-721650,4.15,0.3,-477.0,624.0,CaH14I10O7,183.0,1330.0
mp-19507,0.506,0.11,-546.0,661.0,BaMn2V2O8,1.74,7.63
mp-557662,0.924,0.0904,-393.0,700.0,Ca2Mg5Si8(O11F)2,0.473,74.2
mp-24355,0.845,0.0452,-417.0,689.0,KBe(H2N)3,0.579,12.4
mp-23192,1.04,0.185,-330.0,634.0,HgI2,0.296,2.26
mp-698475,0.873,0.0943,-413.0,802.0,K4ErP6H6ClO21,0.554,883.0
mp-34284,0.868,0.0316,-419.0,827.0,NaNdF4,0.569,22.5
mp-541846,0.335,0.4,-726.0,695.0,P4O9,4.44,6.0
mp-23996,0.872,0.0677,-417.0,774.0,BeH8SO8,0.562,10.1
mp-674465,0.954,0.0305,-379.0,744.0,K2SrCl4,0.425,79.8
mp-22997,1.15,0.389,-610.0,728.0,PbBrCl,1.03,3.1
mp-863358,1.01,0.0268,-380.0,790.0,KAl11O17,0.403,23.6
mp-643070,1.02,0.853,-645.0,559.0,Ca4Mg3H14,1.27,1.89
mp-866850,1.12,0.182,-251.0,617.0,CaSnS3,0.167,1.32
mp-762403,0.607,0.218,-637.0,673.0,Li2Cr2SiO6,2.21,8.19
mp-555366,0.884,0.0182,-413.0,773.0,LiHo(PO3)4,0.547,28.4
mp-779973,0.799,0.305,-445.0,619.0,Hf2N2O,0.7,3.33
mp-767392,0.585,0.395,-705.0,690.0,Li7Ti7Nb5O30,2750.0,52100.0
mp-541667,0.674,0.354,-615.0,662.0,Nb(SeBr)2,4.21,4.42
mp-504593,0.977,0.259,-418.0,654.0,Pb2CCl2O3,0.504,2.54
mp-675492,0.00945,0.46,-879.0,706.0,SrLa5F17,240.0,13.4
mp-669521,0.694,0.183,-473.0,641.0,Nb3Te4ClO15,1.06,470.0
mp-752561,0.874,0.0652,-410.0,785.0,SbO2F,0.549,9.23
mp-767557,0.17,0.0865,-678.0,729.0,Li3Mn(OF)2,10.1,18.0
mp-10780,1.47,1.07,-537.0,537.0,RbSmSe2,0.582,1.57
mp-2457,0.656,0.196,-497.0,732.0,Tb2O3,1.17,4.53
mp-567297,0.0237,0.803,-883.0,642.0,CaU(MoO4)4,220.0,11.5
mp-757176,0.84,0.304,-433.0,791.0,BaYF5,0.634,45.9
mp-545847,1.16,0.292,-321.0,589.0,LuBi2BrO4,0.295,1.01
mp-25101,0.278,0.201,-645.0,712.0,K2CaNi(NO2)6,4.21,5.84
mp-7756,1.24,1.63,-461.0,390.0,SrLiSb,0.799,0.529
mp-558979,0.104,0.188,-765.0,712.0,VS2N3Cl2,35.7,9.79
mp-721182,0.689,0.0159,-514.0,814.0,PH11(NO2)2,1.22,66.3
mp-18480,0.559,0.0918,-534.0,769.0,Na3Ca2TaO6,1.81,11.7
mp-675424,0.867,0.196,-416.0,618.0,Ba2P2O7,0.562,14.3
mp-571458,1.81,0.603,-198.0,273.0,RbGeI3,0.0609,0.183
mp-675881,0.399,0.0163,-676.0,820.0,RbBiF4,9870.0,755000.0
mp-672184,0.38,0.0693,-674.0,766.0,RuC4(IO2)2,8.3,53.0
mp-861871,2.79,0.293,-589.0,712.0,SeI2,0.912,3.52
mp-14704,0.862,0.278,-445.0,606.0,Li6Y(BO3)3,0.663,3.18
mp-721011,0.632,0.0112,-489.0,633.0,Pr20AlSi19N33Cl2O19,1.36,105.0
mp-18620,0.898,0.0976,-412.0,714.0,Mg(PO3)2,0.535,10.4
mp-21622,0.969,0.143,-165.0,163.0,Na3InAs2,0.0798,0.771
mp-765457,0.686,0.216,-376.0,583.0,LiMnF3,0.583,82.3
mp-22538,0.77,0.227,-442.0,771.0,Li8PbO6,0.723,3.17
mp-4002,0.15,0.231,-839.0,890.0,Li2ZrF6,16.8,10.6
mp-755401,0.688,0.0911,-486.0,735.0,Na3CuO2,1.0,7.61
mp-624052,0.0565,0.0124,-651.0,763.0,Fe2MoC10(SeO5)2,28.5,115.0
mp-5073,0.155,0.00545,-721.0,833.0,RbNO3,15.3,365.0
mp-25042,0.387,0.117,-490.0,673.0,Ba5Ho8Mn4O21,1.93,19.3
mp-542782,0.0832,0.0457,-733.0,767.0,H8C3(NO)3,269.0,122.0
mp-11116,1.1,0.234,-324.0,568.0,CsYCdSe3,0.279,2.66
mp-631519,2.08,1.68,-697.0,683.0,TlBCl2,0.659,0.815
mp-744756,0.0188,0.00351,-722.0,735.0,CoHRu(CO)6,154.0,703.0
mp-553923,0.896,0.526,-376.0,501.0,K2AgSbS4,0.445,0.758
mp-556194,1.74,2.34,-344.0,322.0,SrSbSe2F,9.04,11.0
mp-10648,1.02,0.715,-308.0,418.0,YbSe,0.263,0.77
mp-24389,0.906,0.0306,-406.0,790.0,CaPH5O6,0.514,86.9
mp-38284,0.0158,0.481,-821.0,726.0,Ce2Nd2O7,157.0,7.72
mp-31487,0.81,1.38,-530.0,511.0,NbI5,3.11,6.18
mp-27948,1.19,1.04,-490.0,587.0,Ge(BiTe2)2,0.699,0.651
mp-29844,0.0204,0.0151,-678.0,723.0,Tb(AlCl4)3,147.0,86.5
mp-868566,0.0104,0.205,-610.0,686.0,LiFe(SiO3)2,600.0,12.9
mp-560632,0.963,0.0229,-398.0,795.0,NaGaSiO4,0.463,57.2
mp-768263,0.91,0.385,-417.0,720.0,Ba2La2O5,0.54,1150.0
mp-752827,1.09,0.0893,-293.0,681.0,Ba2In2O5,0.225,4.26
mp-23888,0.545,0.204,-708.0,825.0,MgTe(H4O3)3,2.79,118.0
mp-29096,1.06,0.0865,-328.0,669.0,Hg3(SBr)2,0.288,7.25
mp-695512,0.945,0.237,-458.0,629.0,Na3LaTi2Nb2O12,0.775,3.27
mp-1572,1.21,0.276,-271.0,589.0,GaSe,0.187,2.13
mp-763951,0.42,0.294,-614.0,717.0,VO2F,12.9,30.4
mp-22232,0.955,0.601,-364.0,455.0,TlInSe2,0.394,1.02
mp-861868,0.683,0.284,-514.0,748.0,KNaLaTaO5,1.29,784.0
mp-774754,0.0591,0.012,-775.0,723.0,KRe4O8F13,94.5,254.0
mp-626228,0.8119999999999999,0.05,-431.0,788.0,H5ClO6,0.646,12.7
mp-771546,0.438,0.344,-568.0,617.0,Mn(IO3)2,2.26,19.2
mp-768061,1.09,0.134,-564.0,715.0,NaMnPCO7,464.0,48.9
mp-9037,1.44,0.474,-535.0,690.0,CsPrS2,0.56,2.95
mp-30063,0.255,0.21,-671.0,626.0,C2S9N2,6.97,9.12
mp-766802,0.244,0.0811,-638.0,738.0,Li5MnF8,26.4,16.8
mp-762770,0.218,0.0868,-619.0,769.0,LiMn5P3O13,9.22,14.1
mp-850279,0.692,0.441,-522.0,679.0,SrCaI4,1.65,105.0
mp-771604,0.482,0.123,-559.0,729.0,Li3CrPCO7,4.89,75.7
mp-1403,1.04,0.553,-383.0,605.0,Sm2S3,0.399,0.854
mp-542331,0.979,0.19,-387.0,614.0,Zn2P2O7,0.435,4.32
mp-779525,0.608,0.00183,-521.0,748.0,Li3Sb3P8O29,1.62,2300.0
mp-697981,0.755,0.045,-474.0,722.0,Cd3H2CSeO8,0.973,14.3
mp-8002,0.994,0.246,-375.0,820.0,LiGaO2,0.412,1.68
mp-13695,1.26,0.4,-559.0,739.0,SmCuO2,0.699,3.15
mp-568611,0.654,0.217,-543.0,616.0,KCuPSe3,1.72,5.95
mp-12355,0.758,0.0894,-497.0,821.0,Sr2YTaO6,0.923,8.18
mp-555083,0.13,0.119,-777.0,785.0,Na3H5(CO2)4,39.4,24.0
mp-776246,0.804,0.288,-444.0,627.0,Zr2N2O,0.694,2.79
mp-617167,0.217,0.252,-781.0,715.0,CoI(NO)2,13.2,11.2
mp-9675,0.913,0.128,-421.0,711.0,Cs3BP2,0.555,4.27
mp-12403,0.776,0.00892,-459.0,883.0,LiBF4,0.766,75.3
mp-697653,0.88,0.123,-418.0,663.0,MgH8(NF2)2,0.561,5080.0
mp-667314,0.321,0.165,-659.0,669.0,Ba9(TaN6)2,4.07,10.7
mp-28883,0.896,0.056,-421.0,755.0,GeP2O7,0.582,46.7
mp-651728,0.033,0.0456,-707.0,711.0,VSb2NCl14,121.0,213.0
mp-560489,0.00706,0.234,-795.0,655.0,Gd(IO3)3,265.0,10.6
mp-570311,1.11,0.319,-281.0,461.0,K4Sr2SnAs4,0.202,3.23
mp-644222,1.01,0.149,-336.0,789.0,CdHClO,0.314,2.35
mp-9900,1.07,0.138,-238.0,567.0,Ag2GeS3,0.155,1.4
mp-636225,0.103,0.303,-738.0,710.0,KLiNd2(MoO4)4,46.0,19.1
mp-690508,0.257,0.205,-663.0,646.0,Ta2Mn4O9,5.05,8.42
mp-24761,0.902,0.0732,-415.0,765.0,RbGaBP2HO9,0.543,69.9
mp-562054,0.514,0.202,-619.0,735.0,XeO3,2.2,5.97
mp-625404,0.976,0.158,-371.0,663.0,AlHO2,0.398,3.2
mp-28657,1.01,0.104,-380.0,716.0,Na2MgCl4,0.403,4.14
mp-555840,0.0247,0.179,-763.0,774.0,K2PO4,69.1,16.4
mp-777751,0.223,0.0754,-750.0,715.0,Li3Nb3P8O29,295.0,142.0
mp-755977,0.834,0.401,-596.0,599.0,CaPbI4,1.67,2.51
mp-709350,0.865,0.0293,-388.0,706.0,Sr5As5HO18,0.497,1570.0
mp-505400,0.301,0.0337,-660.0,801.0,BaZr2F10,152.0,71.2
mp-556587,0.374,0.0532,-692.0,786.0,AuSCl7,41.4,28.1
mp-10299,0.541,0.373,-703.0,761.0,Ca4PdO6,2.61,3.91
mp-19014,0.669,0.161,-509.0,751.0,Sr2CdWO6,1.22,4.66
mp-645935,0.347,0.0303,-594.0,766.0,Ni3Mo2SeO11,5.08,41.2
mp-637389,0.29,0.328,-726.0,656.0,Na3VS3O,77.6,5.22
mp-780930,0.0344,0.214,-723.0,637.0,LiMnP3H8O13,199.0,103.0
mp-778364,0.829,0.0386,-434.0,800.0,Na6Ti2O7,0.648,33.1
mp-554353,0.104,0.0186,-704.0,759.0,TiS4(NCl)5,19.0,207.0
mp-705087,0.0477,0.0127,-740.0,708.0,Rb3CoNCl4O3,167.0,133.0
mp-36641,1.32,0.436,-270.0,497.0,Cd(Ga3Te5)2,0.158,2.26
mp-22939,1.12,0.391,-393.0,652.0,BiClO,0.613,2.4
mp-13995,0.99,0.15,-411.0,717.0,Hg2GeO4,0.56,9.28
mp-28166,0.971,0.175,-363.0,743.0,K3BrO,0.383,2.12
mp-27576,0.646,0.23,-497.0,660.0,Sc2GeO5,1.22,8.94
mp-29416,0.242,0.155,-624.0,644.0,Pr5C2Br9,7.2,17.1
mp-730691,0.116,1.25,-691.0,608.0,CaU2Si2H12O17,75700.0,3270.0
mp-777908,0.0379,0.154,-748.0,697.0,Li2FeBO4,44.3,17.3
mp-761326,0.704,0.345,-461.0,-454.0,LiVPO4,2.23,4.44
mp-771446,0.844,0.0868,-423.0,726.0,Te3WO12,0.627,6.52
mp-40886,0.482,0.197,-553.0,727.0,ZnC2S2(OF)6,5.57,8610.0
mp-627442,0.925,0.00915,-390.0,725.0,Ge7H18O23,0.463,135.0
mp-2455,1.97,0.911,-532.0,617.0,As2Os,0.421,1.03
mp-571390,0.942,0.0449,-388.0,785.0,Cs2LiCl3,0.451,10.5
mp-617170,0.211,0.0688,-742.0,799.0,Fe(CO)5,8.11,41.0
mp-707466,0.0644,0.111,-809.0,790.0,HC2S2N(O2F3)2,56.9,123.0
mp-768820,0.718,0.293,-660.0,675.0,Li3Bi(BO3)2,2.65,5.29
mp-29509,0.935,0.228,-589.0,703.0,Zn(AsO2)2,7.43,5.76
mp-776263,0.0393,0.0333,-785.0,773.0,Na3CoO3,44.2,52.1
mp-7622,0.0639,0.0467,-764.0,764.0,KSO4,60.2,113.0
mp-768051,0.818,0.274,-702.0,771.0,Li3TiCo3O8,5.45,5.35
mp-853190,0.368,0.696,-724.0,611.0,LiVGeO5,7.38,4.49
mp-560434,0.156,0.0427,-740.0,860.0,K2SN2O5,20.8,39.7
mp-765902,1.05,0.551,-383.0,-241.0,ZnNi4O5,0.419,0.757
mp-7991,1.68,1.06,-597.0,571.0,BN,0.701,1.57
mp-560620,0.717,0.0934,-493.0,822.0,BaZr(PO4)2,1.34,7.35
mp-567666,1.07,2.15,-437.0,301.0,Ba3BiN,0.505,0.305
mp-27352,0.673,0.168,-508.0,678.0,Sr(Ag3O2)2,1.18,4.43
mp-24093,1.7,1.47,-512.0,566.0,CuH,2.02,0.519
mp-6016,0.95,0.124,-368.0,653.0,NdAlGe2O7,0.404,13.0
mp-867340,0.954,0.234,-193.0,40.2,K2BaCdSb2,0.113,0.81
mp-11623,0.917,0.164,-403.0,734.0,LaInO3,0.505,3.17
mp-23289,0.983,0.246,-380.0,720.0,KCl,0.414,1.65
mp-569571,1.27,0.265,-428.0,702.0,Nb3Sb2Te5,0.408,1.96
mp-672673,2.03,0.0922,-555.0,742.0,In2Se3,25.6,10.8
mp-29264,0.328,0.0511,-654.0,714.0,SICl7,7.88,44.2
mp-756224,0.0319,0.902,-829.0,585.0,TbGdO3,63.3,2.2
mp-7971,1.01,0.15,-357.0,716.0,Ba4Li(SbO4)3,0.357,2.39
mp-754725,0.0211,0.76,-785.0,685.0,UCd3O6,187.0,3.63
mp-8298,1.12,0.319,-363.0,614.0,Sr4P2O,0.474,1.24
mp-570268,1.23,0.741,-463.0,515.0,MnSbSe2I,1.38,0.977
mp-27773,0.661,0.0151,-448.0,772.0,H5IO6,0.867,67.2
mp-865532,0.816,0.447,-604.0,644.0,BaMgTe2O7,3.62,9.82
mp-554051,0.814,0.129,-533.0,828.0,H6CNF,1.98,6.25
mp-754920,0.825,0.0105,-424.0,773.0,BaYF5,0.616,202.0
mp-771900,1.32,1.44,292.0,312.0,Li3AlCoO4,1.38,1.33
mp-561254,0.901,0.034,-407.0,744.0,NaLi3GeO4,0.519,16.8
mp-686614,0.399,0.228,-526.0,725.0,TaTi9Al3Zn23O48,6480.0,337000.0
mp-778878,0.842,0.289,-426.0,641.0,BaLi4O3,0.609,66.0
mp-29657,1.12,0.285,-316.0,601.0,NaGe,0.274,1.11
mp-22605,1.0,0.0853,-290.0,687.0,Cr2CdSe4,0.236,2.78
mp-762063,0.993,0.0175,-390.0,827.0,Na4Cu6O5,0.513,30.1
mp-510253,0.394,0.198,-604.0,711.0,Dy2(WO4)3,2.87,7.04
mp-27252,1.54,0.534,-572.0,616.0,TlCdI3,0.7,2.65
mp-754535,0.735,0.153,-460.0,830.0,LaAgO2,0.838,3.9
mp-705054,0.29,0.123,-646.0,659.0,Cs7U8V2ClO32,2910.0,56.1
mp-571409,0.988,0.141,-364.0,625.0,Cs2Li3Br5,0.378,5.99
mp-626295,0.844,0.011,-445.0,830.0,Ba(H8O5)2,0.704,76.0
mp-560703,0.0653,0.0729,-663.0,657.0,Te3As2S(OF6)2,44.9,59.8
mp-14665,0.0924,0.104,-759.0,787.0,KNd(SO4)2,21.8,102.0
mp-771805,0.275,1.06,-123.0,228.0,Na2FeBAsO7,90.6,63.8
mp-768798,0.85,0.239,-557.0,687.0,Li3Bi2(BO3)3,1.19,5.16
mp-849565,0.0667,0.146,-725.0,628.0,V2O5,62.2,1070.0
mp-607931,0.912,0.0289,-394.0,735.0,Cs3NaLi2(BO3)2,0.482,46.3
mp-767189,0.633,0.0208,-359.0,744.0,Li2Mn7F16,0.577,17.5
mp-28485,0.993,0.504,-582.0,647.0,Sb5IO7,0.999,8.68
mp-775044,0.131,0.446,-850.0,779.0,LiVO3,23.2,5.95
mp-5621,0.82,1.15,-629.0,601.0,NbCu3S4,1.36,0.972
mp-765005,0.0129,0.0205,-732.0,705.0,Li2Co(SiO3)2,187.0,546.0
mp-1880,0.813,0.783,-704.0,575.0,SbF3,1.77,1.91
mp-559560,0.0985,0.733,-694.0,599.0,Nd2Ti3(ClO4)2,266.0,4.65
mp-770253,0.602,0.154,-583.0,697.0,Li4Cr3GaO8,2.04,8.78
mp-651048,0.669,0.397,-531.0,605.0,Ag9(BiO3)2,2.01,4.13
mp-753748,0.944,0.153,-399.0,721.0,Li3CuS2,0.519,4.35
mp-23504,1.01,0.204,-378.0,651.0,Sr2InI5,0.483,2.16
mp-770343,0.208,0.141,-660.0,733.0,Li3V(BO3)2,23.2,46.1
mp-557395,0.732,0.133,-641.0,713.0,LiC2S2N(O2F3)2,3.26,107.0
mp-766641,0.114,0.41,-733.0,639.0,Li3Fe(CO3)3,20.2,4.0
mp-554412,0.689,0.199,-563.0,714.0,RbTa(PO4)2,8.56,12.2
mp-743629,0.0114,0.168,-769.0,746.0,K4Na2FeH3F12,4020.0,92.6
mp-23316,0.33,0.087,-643.0,717.0,BCl2,7.25,14.4
mp-22857,0.62,0.482,-722.0,598.0,CrCl2,3.91,3.2
mp-560572,0.922,0.0226,-388.0,810.0,Al(HO)3,0.46,20.9
mp-568546,0.518,0.102,-564.0,683.0,In5Br7,2.02,9.19
mp-14535,0.843,0.0352,-426.0,715.0,In(PO3)3,0.608,18.1
mp-764093,0.0389,0.0181,-731.0,761.0,Li5Ni2(PO4)3,54.4,104.0
mp-546684,0.663,0.288,-576.0,682.0,PdSeO3,3.42,20.5
mp-756063,0.169,0.0877,-679.0,751.0,RbNbO3,24.0,23.0
mp-569427,0.872,0.137,-377.0,652.0,K4Sn(TeSe)2,0.461,4.0
mp-781757,0.787,0.181,-526.0,700.0,TaNbO5,1.58,15.5
mp-12237,0.859,0.0657,-428.0,654.0,HoP5O14,0.614,11.9
mp-866870,0.912,0.253,-380.0,564.0,Ca7Sn3S13,0.454,5.14
mp-13974,1.12,0.895,-500.0,577.0,Ho2SeO2,0.644,1.82
mp-19546,0.399,0.096,-652.0,733.0,Zr2Mo(PO6)2,18.2,14.3
mp-541431,0.936,0.0618,-394.0,717.0,Ca2SiH2O5,0.47,11.3
mp-559212,0.222,0.292,-747.0,746.0,RbReSO3,11.2,78.8
mp-7739,0.847,0.108,-425.0,837.0,Ba2ZnF6,0.61,1170.0
mp-504729,0.247,0.0549,-745.0,887.0,Cs2PdF6,6.31,28.5
mp-542570,0.78,0.361,-544.0,654.0,AsSe,1.3,9.57
mp-867533,0.83,0.209,-424.0,594.0,LiSn3Sb(PO4)6,0.61,4.89
mp-772346,0.345,0.237,-634.0,710.0,Tm2(WO4)3,3.82,6.38
mp-34932,1.02,0.27,-356.0,630.0,CaHN,0.356,3.28
mp-768469,0.964,0.0967,-355.0,780.0,TmGaO3,0.37,4.33
mp-24340,0.914,0.0409,-382.0,738.0,K3GeH3S3O2,0.458,37.4
mp-766341,1.1,0.174,-357.0,584.0,NaSb5O13,0.325,2.27
mp-766798,0.155,0.121,-709.0,703.0,LiMnOF2,10.7,16.4
mp-762708,0.0413,0.111,-669.0,656.0,Li7MnP4O14F,52.6,11.6
mp-675132,1.09,0.0245,-294.0,753.0,K6InP3,0.237,22.2
mp-777893,0.19,0.104,-688.0,701.0,LiVF3,7.93,13.4
mp-769517,1.13,0.018,-562.0,732.0,NaMnPCO7,281.0,98.3
mp-25786,0.00247,0.00704,-712.0,772.0,NiH14SO11,648.0,1730.0
mp-626259,0.335,0.392,-732.0,695.0,H3NO4,9.18,22.7
