Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom]
VTiO3,V,Ti,FALSE,2,4,0.79,0.61,cubic,-2.344,0.569,0.600,11.243,0.000,3.831,3.831,3.831,90.0,90.0,90.0,1.646
VTlO3,V,Tl,FALSE,not balanced,not balanced,0.72,1.20,orthorhombic,-1.566,0.404,0.400,12.645,0.209,5.575,5.589,8.116,90.0,90.0,90.0,-5.310
VTmO3,V,Tm,FALSE,not balanced,not balanced,0.72,0.96,cubic,-1.875,1.417,0.400,14.819,0.000,4.200,4.200,4.200,90.0,90.0,90.0,-5.136
VUO3,V,U,FALSE,2,4,0.79,0.89,cubic,-2.295,0.901,0.601,15.994,0.000,4.308,4.308,4.308,90.0,90.0,90.0,1.009
V2O3,V,V,FALSE,not balanced,not balanced,0.72,0.64,cubic,-1.888,0.743,0.800,10.683,0.000,3.766,3.766,3.766,90.0,90.0,90.0,0.598
VWO3,V,W,FALSE,2,4,0.79,0.66,cubic,-1.676,0.635,0.704,11.983,0.000,3.913,3.913,3.913,90.0,90.0,90.0,3.456
VYO3,V,Y,FALSE,not balanced,not balanced,0.72,0.90,cubic,-1.722,1.529,0.400,15.792,0.000,4.290,4.290,4.290,90.0,90.0,90.0,-5.694
VYbO3,V,Yb,FALSE,not balanced,not balanced,0.72,0.95,orthorhombic,-2.858,0.220,0.200,12.678,1.333,5.393,5.432,8.656,90.0,90.0,90.0,-7.759
VZnO3,V,Zn,FALSE,not balanced,not balanced,0.72,0.74,cubic,-0.891,1.270,0.403,10.640,0.000,3.761,3.761,3.761,90.0,90.0,90.0,-4.832
VZrO3,V,Zr,FALSE,2,4,0.79,0.72,cubic,-2.328,0.756,0.600,13.826,0.000,4.104,4.104,4.104,90.0,90.0,90.0,0.821
WAcO3,W,Ac,FALSE,element not in BV,element not in BV,0.63,1.12,rhombohedral,-2.396,0.373,0.200,16.558,0.000,5.928,5.928,5.928,65.7,65.7,65.7,-5.020
WAgO3,W,Ag,FALSE,3,3,0.66,0.75,orthorhombic,-1.414,0.543,0.000,13.656,0.532,5.252,6.199,8.389,90.0,90.0,90.0,-12.443
WAlO3,W,Al,FALSE,3,3,0.66,0.54,cubic,-1.410,1.210,0.576,9.692,0.000,3.646,3.646,3.646,90.0,90.0,90.0,1.043
WAsO3,W,As,FALSE,3,3,0.66,0.58,cubic,0.022,1.978,0.755,11.893,0.000,3.903,3.903,3.903,90.0,90.0,90.0,-1.385
WAuO3,W,Au,FALSE,element not in BV,element not in BV,0.63,0.93,cubic,0.790,2.746,0.660,13.324,0.000,4.054,4.054,4.054,90.0,90.0,90.0,-11.822
WBO3,W,B,FALSE,3,3,0.66,0.27,cubic,-0.520,1.771,0.464,7.865,0.000,3.401,3.401,3.401,90.0,90.0,90.0,0.235
WBaO3,W,Ba,FALSE,4,2,0.66,1.35,rhombohedral,-2.419,0.308,0.000,18.913,1.695,6.269,6.269,6.269,63.9,63.9,63.9,-18.683
WBeO3,W,Be,FALSE,4,2,0.66,0.45,cubic,-1.232,1.260,0.274,7.882,0.000,3.403,3.403,3.403,90.0,90.0,90.0,0.000
WBiO3,W,Bi,FALSE,3,3,0.66,1.03,cubic,0.287,2.243,0.835,15.235,0.000,4.239,4.239,4.239,90.0,90.0,90.0,-0.405
WCaO3,W,Ca,FALSE,4,2,0.66,1.00,rhombohedral,-2.370,0.393,0.000,14.438,0.855,5.777,5.777,5.777,62.7,62.7,62.7,-13.482
WCdO3,W,Cd,FALSE,4,2,0.66,0.95,rhombohedral,-1.494,0.462,0.000,13.866,1.108,5.444,5.444,5.444,70.4,70.4,70.4,-12.523
WCeO3,W,Ce,FALSE,3,3,0.66,1.01,cubic,-0.331,2.484,0.601,18.322,0.000,4.508,4.508,4.508,90.0,90.0,90.0,-12.106
WCoO3,W,Co,FALSE,3,3,0.66,0.61,cubic,-0.281,1.676,0.363,9.707,0.000,3.648,3.648,3.648,90.0,90.0,90.0,-2.700
WCrO3,W,Cr,FALSE,3,3,0.66,0.62,cubic,-0.800,1.434,1.199,10.965,0.000,3.799,3.799,3.799,90.0,90.0,90.0,-2.864
WCsO3,W,Cs,FALSE,not balanced,not balanced,0.63,1.67,rhombohedral,-1.921,0.284,0.200,24.231,1.548,6.994,6.994,6.994,60.1,60.1,60.1,-
WCuO3,W,Cu,FALSE,3,3,0.66,0.54,cubic,-0.030,1.927,0.482,10.017,0.000,3.686,3.686,3.686,90.0,90.0,90.0,-6.148
WDyO3,W,Dy,FALSE,3,3,0.66,0.91,cubic,-0.843,2.100,0.602,15.386,0.000,4.253,4.253,4.253,90.0,90.0,90.0,-9.020
WErO3,W,Er,FALSE,3,3,0.66,0.89,cubic,-0.938,2.077,0.600,14.851,0.000,4.203,4.203,4.203,90.0,90.0,90.0,-8.321
WEuO3,W,Eu,FALSE,3,3,0.66,0.95,rhombohedral,-2.538,0.375,0.000,15.144,0.928,5.838,5.838,5.838,63.5,63.5,63.5,-15.419
WFeO3,W,Fe,FALSE,3,3,0.66,0.65,cubic,-0.350,1.651,1.592,11.042,0.000,3.808,3.808,3.808,90.0,90.0,90.0,-2.876
WGaO3,W,Ga,FALSE,3,3,0.66,0.62,rhombohedral,-1.488,0.542,0.000,13.458,0.000,5.259,5.259,5.259,76.2,76.2,76.2,-2.514
WGdO3,W,Gd,FALSE,3,3,0.66,0.94,cubic,-0.735,2.244,0.598,15.992,0.000,4.308,4.308,4.308,90.0,90.0,90.0,-9.774
WGeO3,W,Ge,FALSE,2,4,0.66,0.53,cubic,-0.359,1.598,0.762,10.859,0.000,3.787,3.787,3.787,90.0,90.0,90.0,0.254
WHfO3,W,Hf,FALSE,2,4,0.66,0.71,cubic,-1.464,1.492,0.800,13.415,0.000,4.063,4.063,4.063,90.0,90.0,90.0,-2.673
WHgO3,W,Hg,FALSE,4,2,0.66,1.02,cubic,0.912,2.868,0.661,14.263,0.000,4.147,4.147,4.147,90.0,90.0,90.0,-14.081
WHoO3,W,Ho,FALSE,3,3,0.66,0.90,cubic,-0.892,2.063,0.601,15.104,0.000,4.227,4.227,4.227,90.0,90.0,90.0,-8.659
WInO3,W,In,FALSE,3,3,0.66,0.80,rhombohedral,-1.486,0.470,0.000,14.255,0.000,5.494,5.494,5.494,70.4,70.4,70.4,-7.887
WIrO3,W,Ir,FALSE,3,3,0.66,0.68,cubic,0.335,2.291,0.571,12.082,0.000,3.924,3.924,3.924,90.0,90.0,90.0,-6.691
WKO3,W,K,FALSE,not balanced,not balanced,0.63,1.38,orthorhombic,-2.125,0.247,0.000,17.200,0.000,5.315,6.346,10.199,90.0,90.0,90.0,-11.031
WLaO3,W,La,FALSE,3,3,0.66,1.03,cubic,-0.466,2.458,0.600,17.849,0.000,4.469,4.469,4.469,90.0,90.0,90.0,-11.681
WLiO3,W,Li,FALSE,not balanced,not balanced,0.63,0.76,orthorhombic,-2.139,0.268,0.070,9.376,0.000,4.763,5.057,7.786,90.0,90.0,90.0,-5.097
WLuO3,W,Lu,FALSE,3,3,0.66,0.86,cubic,-1.076,1.952,0.600,14.129,0.000,4.134,4.134,4.134,90.0,90.0,90.0,-7.232
WMgO3,W,Mg,FALSE,4,2,0.66,0.72,cubic,-0.859,1.696,0.387,10.061,0.000,3.692,3.692,3.692,90.0,90.0,90.0,-4.827
WMnO3,W,Mn,FALSE,3,3,0.66,0.65,cubic,-0.567,1.642,1.400,10.998,0.000,3.803,3.803,3.803,90.0,90.0,90.0,-5.286
WMoO3,W,Mo,FALSE,3,3,0.66,0.69,cubic,-0.494,1.463,0.798,12.221,0.000,3.939,3.939,3.939,90.0,90.0,90.0,-2.432
WNaO3,W,Na,FALSE,not balanced,not balanced,0.63,1.02,orthorhombic,-2.028,0.352,0.005,13.044,0.000,5.444,5.750,8.334,90.0,90.0,90.0,-14.529
WNbO3,W,Nb,FALSE,3,3,0.66,0.72,cubic,-0.916,1.392,0.837,12.956,0.000,4.016,4.016,4.016,90.0,90.0,90.0,-0.106
WNdO3,W,Nd,FALSE,3,3,0.66,0.98,cubic,-0.471,2.453,0.599,17.431,0.000,4.434,4.434,4.434,90.0,90.0,90.0,-11.381
WNiO3,W,Ni,FALSE,4,2,0.66,0.69,cubic,-0.224,1.732,0.779,9.906,0.000,3.673,3.673,3.673,90.0,90.0,90.0,-3.922
WNpO3,W,Np,FALSE,element not in BV,element not in BV,0.63,0.86,cubic,-0.930,1.949,-0.434,15.885,0.000,4.298,4.298,4.298,90.0,90.0,90.0,-6.591
WOsO3,W,Os,FALSE,element not in BV,element not in BV,0.63,0.57,cubic,0.196,2.153,0.547,11.924,0.000,3.907,3.907,3.907,90.0,90.0,90.0,-6.024
WPaO3,W,Pa,FALSE,element not in BV,element not in BV,0.63,0.91,cubic,-1.054,1.458,0.993,16.736,0.000,4.374,4.374,4.374,90.0,90.0,90.0,2.071
WPbO3,W,Pb,FALSE,2,4,0.66,0.78,cubic,0.343,2.317,0.767,14.985,0.000,4.216,4.216,4.216,90.0,90.0,90.0,-
WPdO3,W,Pd,FALSE,4,2,0.66,0.86,cubic,0.378,2.334,0.579,12.139,0.000,3.930,3.930,3.930,90.0,90.0,90.0,-5.756
WPmO3,W,Pm,FALSE,element not in BV,element not in BV,0.63,0.97,cubic,-0.547,2.271,0.600,17.013,0.000,4.398,4.398,4.398,90.0,90.0,90.0,-10.954
WPrO3,W,Pr,FALSE,3,3,0.66,0.99,cubic,-0.405,2.451,0.600,17.833,0.000,4.468,4.468,4.468,90.0,90.0,90.0,-11.743
WPtO3,W,Pt,FALSE,element not in BV,element not in BV,0.63,0.67,cubic,0.501,2.458,0.627,12.590,0.000,3.978,3.978,3.978,90.0,90.0,90.0,-7.643
WPuO3,W,Pu,FALSE,element not in BV,element not in BV,0.63,0.83,cubic,-0.394,2.402,0.739,15.952,0.000,4.305,4.305,4.305,90.0,90.0,90.0,-12.844
WRbO3,W,Rb,FALSE,not balanced,not balanced,0.63,1.52,orthorhombic,-2.138,0.238,0.000,18.834,0.000,5.340,6.542,10.783,90.0,90.0,90.0,-5.054
WReO3,W,Re,FALSE,3,3,0.66,0.63,cubic,-0.123,1.833,0.792,12.096,0.000,3.925,3.925,3.925,90.0,90.0,90.0,-4.812
WRhO3,W,Rh,FALSE,3,3,0.66,0.67,cubic,0.182,2.139,0.528,11.783,0.000,3.891,3.891,3.891,90.0,90.0,90.0,-5.188
WRuO3,W,Ru,FALSE,3,3,0.66,0.68,cubic,0.059,2.015,0.446,11.738,0.000,3.886,3.886,3.886,90.0,90.0,90.0,-4.789
WSbO3,W,Sb,FALSE,not balanced,not balanced,0.63,0.68,cubic,-0.034,1.923,0.869,13.594,0.000,4.081,4.081,4.081,90.0,90.0,90.0,-4.124
WScO3,W,Sc,FALSE,3,3,0.66,0.75,cubic,-1.236,1.647,0.599,12.422,0.000,3.960,3.960,3.960,90.0,90.0,90.0,-5.206
WSiO3,W,Si,FALSE,2,4,0.66,0.40,cubic,-0.900,1.598,0.751,9.471,0.000,3.618,3.618,3.618,90.0,90.0,90.0,1.663
WSmO3,W,Sm,FALSE,3,3,0.66,0.96,cubic,-0.595,2.235,0.599,16.731,0.000,4.374,4.374,4.374,90.0,90.0,90.0,-10.650
WSnO3,W,Sn,FALSE,2,4,0.66,0.69,orthorhombic,-1.618,0.339,0.000,12.066,0.000,5.535,6.462,6.748,90.0,90.0,90.0,0.587
WSrO3,W,Sr,FALSE,4,2,0.66,1.18,rhombohedral,-2.413,0.332,0.000,16.614,1.361,6.037,6.037,6.037,63.1,63.1,63.1,-16.873
WTaO3,W,Ta,FALSE,3,3,0.66,0.72,cubic,-1.092,1.425,0.874,12.773,0.000,3.997,3.997,3.997,90.0,90.0,90.0,0.735
WTbO3,W,Tb,FALSE,3,3,0.66,0.92,cubic,-0.659,2.100,0.599,15.686,0.000,4.280,4.280,4.280,90.0,90.0,90.0,-9.392
WTcO3,W,Tc,FALSE,element not in BV,element not in BV,0.63,0.60,cubic,-0.179,1.777,0.774,11.823,0.000,3.896,3.896,3.896,90.0,90.0,90.0,-4.149
WTeO3,W,Te,FALSE,not balanced,not balanced,0.63,0.77,cubic,0.252,2.208,0.847,14.453,0.000,4.165,4.165,4.165,90.0,90.0,90.0,-5.396
WThO3,W,Th,FALSE,not balanced,not balanced,0.63,0.94,cubic,-1.155,2.040,0.800,18.641,0.000,4.534,4.534,4.534,90.0,90.0,90.0,-0.322
WTiO3,W,Ti,FALSE,2,4,0.66,0.61,cubic,-1.268,1.330,0.719,11.466,0.000,3.856,3.856,3.856,90.0,90.0,90.0,-3.038
WTlO3,W,Tl,FALSE,3,3,0.66,0.89,orthorhombic,-1.740,0.217,-0.001,18.012,0.000,5.342,6.559,10.281,90.0,90.0,90.0,-13.345
WTmO3,W,Tm,FALSE,3,3,0.66,0.88,cubic,-0.997,1.949,0.600,14.566,0.000,4.176,4.176,4.176,90.0,90.0,90.0,-7.907
WUO3,W,U,FALSE,3,3,0.66,1.03,cubic,-1.234,1.711,1.184,16.159,0.000,4.323,4.323,4.323,90.0,90.0,90.0,1.857
WVO3,W,V,FALSE,3,3,0.66,0.64,cubic,-0.867,1.445,1.000,11.122,0.000,3.817,3.817,3.817,90.0,90.0,90.0,-3.895
W2O3,W,W,FALSE,3,3,0.66,0.66,cubic,-0.532,1.427,0.835,12.289,0.000,3.946,3.946,3.946,90.0,90.0,90.0,-2.362
WYO3,W,Y,FALSE,3,3,0.66,0.90,cubic,-0.818,2.149,0.599,15.402,0.000,4.255,4.255,4.255,90.0,90.0,90.0,-9.024
WYbO3,W,Yb,FALSE,3,3,0.66,0.87,rhombohedral,-2.500,0.234,0.001,14.644,0.685,5.950,5.950,5.950,59.3,59.3,59.3,-13.326
WZnO3,W,Zn,FALSE,4,2,0.66,0.74,cubic,-0.138,1.833,0.488,10.775,0.000,3.777,3.777,3.777,90.0,90.0,90.0,-6.731
WZrO3,W,Zr,FALSE,3,3,0.66,0.72,cubic,-1.272,1.561,0.800,13.954,0.000,4.117,4.117,4.117,90.0,90.0,90.0,-4.009
YAcO3,Y,Ac,FALSE,element not in BV,element not in BV,1.08,1.12,cubic,-2.181,1.513,0.000,20.264,0.000,4.662,4.662,4.662,90.0,90.0,90.0,0.977
YAgO3,Y,Ag,FALSE,3,3,1.08,0.75,cubic,-1.430,0.587,0.000,13.023,0.000,4.023,4.023,4.023,90.0,90.0,90.0,-0.506
YAlO3,Y,Al,TRUE,3,3,1.08,0.54,orthorhombic,-3.560,-0.023,0.000,10.255,5.872,5.188,5.347,7.394,90.0,90.0,90.0,6.272
YAsO3,Y,As,FALSE,3,3,1.08,0.58,cubic,-1.911,0.751,0.000,12.728,0.000,3.992,3.992,3.992,90.0,90.0,90.0,2.181
YAuO3,Y,Au,FALSE,element not in BV,element not in BV,1.08,0.93,cubic,-1.294,0.751,0.000,13.772,0.000,4.099,4.099,4.099,90.0,90.0,90.0,-0.579
YBO3,Y,B,FALSE,3,3,1.08,0.27,cubic,-2.487,0.880,0.000,8.307,2.953,3.463,3.463,3.463,90.0,90.0,90.0,5.345
YBaO3,Y,Ba,FALSE,not balanced,not balanced,1.08,1.35,orthorhombic,-2.811,0.275,0.200,18.577,0.709,6.515,6.787,8.403,90.0,90.0,90.0,-7.335
YBeO3,Y,Be,FALSE,not balanced,not balanced,1.08,0.45,tetragonal,-2.772,0.318,0.031,9.598,0.000,3.316,3.316,4.365,90.0,90.0,90.0,-0.980
YBiO3,Y,Bi,FALSE,3,3,1.08,1.03,cubic,-1.539,1.102,0.000,16.599,0.000,4.362,4.362,4.362,90.0,90.0,90.0,0.981
YCaO3,Y,Ca,FALSE,not balanced,not balanced,1.08,1.00,cubic,-2.145,1.050,0.193,13.719,0.000,4.093,4.093,4.093,90.0,90.0,90.0,-2.872
YCdO3,Y,Cd,FALSE,not balanced,not balanced,1.08,0.95,cubic,-1.598,0.800,0.000,13.719,0.000,4.093,4.093,4.093,90.0,90.0,90.0,-1.002
YCeO3,Y,Ce,FALSE,3,3,1.08,1.01,cubic,-2.323,1.342,0.000,18.662,0.389,4.536,4.536,4.536,90.0,90.0,90.0,-2.979
YCoO3,Y,Co,TRUE,3,3,1.08,0.61,orthorhombic,-2.508,0.023,0.400,10.749,0.000,5.193,5.572,7.429,90.0,90.0,90.0,-
YCrO3,Y,Cr,TRUE,3,3,1.08,0.62,orthorhombic,-3.178,-0.033,0.600,11.195,2.600,5.281,5.578,7.600,90.0,90.0,90.0,4.248
YCsO3,Y,Cs,FALSE,not balanced,not balanced,1.08,1.67,tetragonal,-1.816,0.652,0.399,17.736,0.000,3.522,3.522,7.151,90.0,90.0,90.0,-
YCuO3,Y,Cu,FALSE,3,3,1.08,0.54,orthorhombic,-2.259,0.048,0.000,11.081,0.374,5.237,5.899,7.174,90.0,90.0,90.0,0.702
YDyO3,Y,Dy,FALSE,3,3,1.08,0.91,cubic,-2.911,0.918,0.000,15.491,1.445,4.263,4.263,4.263,90.0,90.0,90.0,1.026
YErO3,Y,Er,FALSE,3,3,1.08,0.89,cubic,-3.010,0.842,0.000,15.017,1.895,4.219,4.219,4.219,90.0,90.0,90.0,1.808
YEuO3,Y,Eu,FALSE,3,3,1.08,0.95,cubic,-2.141,1.122,0.107,15.424,0.000,4.256,4.256,4.256,90.0,90.0,90.0,-2.293
YFeO3,Y,Fe,TRUE,3,3,1.08,0.65,orthorhombic,-2.758,-0.029,1.000,11.329,1.153,5.298,5.607,7.627,90.0,90.0,90.0,3.190
YGaO3,Y,Ga,TRUE,3,3,1.08,0.62,orthorhombic,-2.946,0.024,0.000,11.113,4.139,5.277,5.565,7.569,90.0,90.0,90.0,4.486
YGdO3,Y,Gd,FALSE,3,3,1.08,0.94,cubic,-2.798,1.002,0.000,16.091,1.371,4.317,4.317,4.317,90.0,90.0,90.0,0.203
YGeO3,Y,Ge,FALSE,3,3,1.08,0.63,cubic,-2.218,0.604,0.000,11.598,0.000,3.871,3.871,3.871,90.0,90.0,90.0,2.860
YHfO3,Y,Hf,FALSE,3,3,1.08,0.71,orthorhombic,-3.428,0.204,0.001,12.477,0.000,5.464,6.051,7.548,90.0,90.0,90.0,4.711
YHgO3,Y,Hg,FALSE,not balanced,not balanced,1.08,1.11,cubic,-1.182,0.904,0.000,14.720,0.000,4.191,4.191,4.191,90.0,90.0,90.0,-0.900
YHoO3,Y,Ho,FALSE,3,3,1.08,0.90,cubic,-2.963,0.878,0.000,15.248,1.662,4.240,4.240,4.240,90.0,90.0,90.0,1.406
YInO3,Y,In,FALSE,3,3,1.08,0.80,cubic,-2.108,0.718,0.000,13.003,1.415,4.021,4.021,4.021,90.0,90.0,90.0,-
YIrO3,Y,Ir,FALSE,1,5,1.08,0.57,cubic,-1.644,0.739,0.000,12.365,0.000,3.954,3.954,3.954,90.0,90.0,90.0,-0.776
YKO3,Y,K,FALSE,not balanced,not balanced,1.08,1.38,orthorhombic,-2.033,0.458,0.400,18.007,0.000,5.958,5.981,10.106,90.0,90.0,90.0,-3.846
YLaO3,Y,La,FALSE,3,3,1.08,1.03,cubic,-2.446,1.315,0.000,18.419,0.387,4.516,4.516,4.516,90.0,90.0,90.0,-2.941
YLiO3,Y,Li,FALSE,not balanced,not balanced,1.08,0.76,orthorhombic,-2.256,0.330,0.400,10.476,0.000,5.023,5.772,7.226,90.0,90.0,90.0,-1.332
YLuO3,Y,Lu,FALSE,3,3,1.08,0.86,cubic,-3.151,0.734,0.000,14.331,2.052,4.154,4.154,4.154,90.0,90.0,90.0,2.879
YMgO3,Y,Mg,FALSE,not balanced,not balanced,1.08,0.72,orthorhombic,-2.902,0.189,0.201,11.506,0.000,5.423,5.757,7.371,90.0,90.0,90.0,-1.468
YMnO3,Y,Mn,TRUE,3,3,1.08,0.65,orthorhombic,-2.936,0.023,0.800,11.380,0.379,5.293,5.739,7.493,90.0,90.0,90.0,3.468
YMoO3,Y,Mo,FALSE,3,3,1.08,0.69,cubic,-2.285,0.618,0.006,12.384,0.000,3.956,3.956,3.956,90.0,90.0,90.0,1.870
YNaO3,Y,Na,FALSE,not balanced,not balanced,1.08,1.02,cubic,-1.435,1.056,0.400,12.107,0.000,3.927,3.927,3.927,90.0,90.0,90.0,-2.758
YNbO3,Y,Nb,FALSE,1,5,1.08,0.64,cubic,-2.615,0.577,0.000,13.062,0.000,4.027,4.027,4.027,90.0,90.0,90.0,3.287
YNdO3,Y,Nd,FALSE,3,3,1.08,0.98,cubic,-2.502,1.212,0.000,17.670,0.825,4.454,4.454,4.454,90.0,90.0,90.0,-1.797
YNiO3,Y,Ni,TRUE,3,3,1.08,0.60,orthorhombic,-2.381,0.020,0.200,10.601,0.000,5.182,5.523,7.409,90.0,90.0,90.0,1.035
YNpO3,Y,Np,FALSE,element not in BV,element not in BV,1.08,0.86,cubic,-2.599,1.046,0.789,17.179,0.000,4.412,4.412,4.412,90.0,90.0,90.0,-
YOsO3,Y,Os,FALSE,element not in BV,element not in BV,1.08,0.57,cubic,-1.692,0.735,0.003,12.206,0.000,3.937,3.937,3.937,90.0,90.0,90.0,0.219
YPaO3,Y,Pa,FALSE,element not in BV,element not in BV,1.08,0.91,cubic,-2.407,0.892,0.334,17.775,0.000,4.463,4.463,4.463,90.0,90.0,90.0,3.010
YPbO3,Y,Pb,FALSE,not balanced,not balanced,1.08,0.99,cubic,-1.505,1.016,0.000,15.249,0.000,4.240,4.240,4.240,90.0,90.0,90.0,-
YPdO3,Y,Pd,FALSE,not balanced,not balanced,1.08,0.75,cubic,-1.714,0.515,0.000,12.383,0.000,3.956,3.956,3.956,90.0,90.0,90.0,-0.022
YPmO3,Y,Pm,FALSE,element not in BV,element not in BV,1.08,0.97,cubic,-2.591,1.151,0.000,17.189,1.032,4.413,4.413,4.413,90.0,90.0,90.0,-1.227
YPrO3,Y,Pr,FALSE,3,3,1.08,0.99,cubic,-2.419,1.273,0.000,18.136,0.619,4.493,4.493,4.493,90.0,90.0,90.0,-2.360
YPtO3,Y,Pt,FALSE,element not in BV,element not in BV,1.08,0.67,cubic,-1.554,0.698,0.000,12.950,0.000,4.016,4.016,4.016,90.0,90.0,90.0,-0.437
YPuO3,Y,Pu,FALSE,element not in BV,element not in BV,1.08,0.83,cubic,-2.648,1.072,0.954,16.640,0.000,4.366,4.366,4.366,90.0,90.0,90.0,-0.207
YRbO3,Y,Rb,FALSE,not balanced,not balanced,1.08,1.52,orthorhombic,-2.135,0.338,0.000,18.335,1.451,6.164,6.253,9.515,90.0,90.0,90.0,-8.123
YReO3,Y,Re,FALSE,1,5,1.08,0.58,cubic,-1.911,0.761,0.161,12.300,0.000,3.947,3.947,3.947,90.0,90.0,90.0,0.414
YRhO3,Y,Rh,FALSE,3,3,1.08,0.67,cubic,-1.848,0.523,0.000,12.035,0.000,3.919,3.919,3.919,90.0,90.0,90.0,-0.064
YRuO3,Y,Ru,FALSE,1,5,1.08,0.57,cubic,-1.904,0.570,0.137,12.018,0.000,3.917,3.917,3.917,90.0,90.0,90.0,0.774
YSbO3,Y,Sb,FALSE,3,3,1.08,0.76,cubic,-1.756,0.965,0.000,14.858,0.000,4.204,4.204,4.204,90.0,90.0,90.0,1.154
YScO3,Y,Sc,TRUE,3,3,1.08,0.75,orthorhombic,-3.781,0.027,0.000,12.271,4.661,5.430,5.721,7.901,90.0,90.0,90.0,5.013
YSiO3,Y,Si,FALSE,3,3,1.08,0.40,cubic,-2.643,0.718,0.000,10.014,0.000,3.686,3.686,3.686,90.0,90.0,90.0,4.666
YSmO3,Y,Sm,FALSE,3,3,1.08,0.96,cubic,-2.647,1.108,0.000,16.879,1.240,4.386,4.386,4.386,90.0,90.0,90.0,-0.803
YSnO3,Y,Sn,FALSE,3,3,1.08,0.69,cubic,-2.029,0.804,0.002,13.800,0.000,4.102,4.102,4.102,90.0,90.0,90.0,2.368
YSrO3,Y,Sr,FALSE,not balanced,not balanced,1.08,1.18,orthorhombic,-2.882,0.259,0.200,16.643,0.000,5.812,5.853,9.786,90.0,90.0,90.0,-3.605
YTaO3,Y,Ta,FALSE,1,5,1.08,0.64,cubic,-2.696,0.609,0.001,12.848,0.000,4.005,4.005,4.005,90.0,90.0,90.0,3.345
YTbO3,Y,Tb,FALSE,3,3,1.08,0.92,cubic,-2.726,0.958,0.000,15.798,1.658,4.291,4.291,4.291,90.0,90.0,90.0,0.631
YTcO3,Y,Tc,FALSE,element not in BV,element not in BV,1.08,0.60,cubic,-2.083,0.587,0.321,12.180,0.000,3.934,3.934,3.934,90.0,90.0,90.0,1.315
YTeO3,Y,Te,FALSE,not balanced,not balanced,1.08,0.77,cubic,-1.446,1.093,0.010,15.173,0.000,4.233,4.233,4.233,90.0,90.0,90.0,1.033
YThO3,Y,Th,FALSE,not balanced,not balanced,1.08,0.94,cubic,-2.801,1.011,0.152,18.885,0.000,4.554,4.554,4.554,90.0,90.0,90.0,2.387
YTiO3,Y,Ti,TRUE,3,3,1.08,0.67,orthorhombic,-3.440,0.039,0.200,11.518,0.000,5.309,5.676,7.645,90.0,90.0,90.0,4.770
YTlO3,Y,Tl,FALSE,3,3,1.08,0.89,orthorhombic,-2.265,0.108,0.000,14.133,1.097,5.576,5.930,8.549,90.0,90.0,90.0,0.610
YTmO3,Y,Tm,FALSE,3,3,1.08,0.88,cubic,-3.070,0.800,0.000,14.729,1.869,4.192,4.192,4.192,90.0,90.0,90.0,2.191
YUO3,Y,U,FALSE,1,5,1.08,0.76,cubic,-2.590,1.033,0.566,16.738,0.000,4.374,4.374,4.374,90.0,90.0,90.0,2.281
YVO3,Y,V,TRUE,3,3,1.08,0.64,orthorhombic,-3.250,-0.031,0.400,11.521,1.489,5.313,5.703,7.605,90.0,90.0,90.0,3.984
YWO3,Y,W,FALSE,1,5,1.08,0.62,cubic,-2.211,0.757,0.001,12.440,0.000,3.962,3.962,3.962,90.0,90.0,90.0,1.435
Y2O3,Y,Y,FALSE,3,3,1.08,0.90,cubic,-2.888,0.920,0.000,15.510,1.751,4.264,4.264,4.264,90.0,90.0,90.0,1.075
YYbO3,Y,Yb,FALSE,3,3,1.08,0.87,cubic,-2.389,0.919,-0.158,13.809,0.000,4.102,4.102,4.102,90.0,90.0,90.0,-1.872
YZnO3,Y,Zn,FALSE,not balanced,not balanced,1.08,0.74,orthorhombic,-2.423,0.140,0.000,11.326,0.000,5.255,5.777,7.461,90.0,90.0,90.0,-0.209
YZrO3,Y,Zr,FALSE,3,3,1.08,0.72,cubic,-2.982,0.567,0.000,14.046,0.000,4.126,4.126,4.126,90.0,90.0,90.0,4.354
YbAcO3,Yb,Ac,FALSE,element not in BV,element not in BV,1.04,1.12,cubic,-2.392,0.801,0.071,19.318,0.000,4.588,4.588,4.588,90.0,90.0,90.0,-1.242
YbAgO3,Yb,Ag,FALSE,3,3,1.04,0.75,orthorhombic,-1.503,0.013,-,11.962,0.000,5.420,5.804,7.605,90.0,90.0,90.0,-1.121
YbAlO3,Yb,Al,TRUE,3,3,1.04,0.54,cubic,-3.047,-0.011,-,9.918,0.000,3.674,3.674,3.674,90.0,90.0,90.0,0.315
YbAsO3,Yb,As,FALSE,3,3,1.04,0.58,orthorhombic,-2.279,0.023,-,11.197,0.000,5.322,5.518,7.625,90.0,90.0,90.0,2.190
YbAuO3,Yb,Au,FALSE,element not in BV,element not in BV,1.04,0.93,orthorhombic,-1.574,-0.030,-,12.096,0.000,5.460,5.898,7.513,90.0,90.0,90.0,-0.981
YbBO3,Yb,B,FALSE,3,3,1.04,0.27,cubic,-2.127,0.623,-,7.821,0.000,3.394,3.394,3.394,90.0,90.0,90.0,-0.920
